Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
XGBoost,0.024616341739056864,0.03074379668419995,-0.1701872735750527,0.5078864353312302,10729.10389131929,0.6840205798746587,0.005520848501892397
Ensemble,0.025003985291484856,0.03138196538523345,-0.21927213862875883,0.42586750788643535,9516.027938720708,-0.8321152863921316,0.0029134857377157465
Dense NN,0.030396969799967383,0.03772372052341536,-0.7618519412375406,0.4195583596214511,9406.538068244941,-0.6891419051058479,0.004250593709145857
LightGBM,0.027869610055116678,0.03462382497668617,-0.48419327466513407,0.41324921135646686,9536.02048784638,-0.9020100700409625,0.002586694035823672
LSTM,0.02387670122057887,0.02993672748747114,-0.10955547273661215,0.41009463722397477,10000.0,,0.0
Random Forest,0.024186760215056353,0.030531801858438554,-0.15410478709132103,0.39747634069400634,9248.4602294693,-1.5200893887966025,0.002547640487087279
